id,name,name_en,description,description_en,full_video_url,full_video_image_url,introduction,introduction_en,slug,slug_en,attribute_name,attribute_value
17,"Sauts sur boîte","Box Jumps","<p>Debout face à une boîte stable, fléchissez les hanches et genoux.</p><p>Sautez <strong>explosément</strong> sur la boîte en amenant les genoux vers la poitrine, atterrissez <em>doucement</em>.</p>","<p>Stand facing a stable box, bend hips and knees.</p><p>Jump <strong>explosively</strong> onto box bringing knees to chest, land <em>softly</em>.</p>",https://www.youtube.com/watch?v=NBY9-kTuHEk,https://img.youtube.com/vi/NBY9-kTuHEk/maxresdefault.jpg,"Exercice pliométrique pour développer la puissance des jambes.","Plyometric exercise to develop leg power.","sauts-sur-boite","box-jumps",PRIMARY_MUSCLE,QUADRICEPS
17,"Sauts sur boîte","Box Jumps","<p>Debout face à une boîte stable, fléchissez les hanches et genoux.</p><p>Sautez <strong>explosément</strong> sur la boîte en amenant les genoux vers la poitrine, atterrissez <em>doucement</em>.</p>","<p>Stand facing a stable box, bend hips and knees.</p><p>Jump <strong>explosively</strong> onto box bringing knees to chest, land <em>softly</em>.</p>",https://www.youtube.com/watch?v=NBY9-kTuHEk,https://img.youtube.com/vi/NBY9-kTuHEk/maxresdefault.jpg,"Exercice pliométrique pour développer la puissance des jambes.","Plyometric exercise to develop leg power.","sauts-sur-boite","box-jumps",SECONDARY_MUSCLE,GLUTES
17,"Sauts sur boîte","Box Jumps","<p>Debout face à une boîte stable, fléchissez les hanches et genoux.</p><p>Sautez <strong>explosément</strong> sur la boîte en amenant les genoux vers la poitrine, atterrissez <em>doucement</em>.</p>","<p>Stand facing a stable box, bend hips and knees.</p><p>Jump <strong>explosively</strong> onto box bringing knees to chest, land <em>softly</em>.</p>",https://www.youtube.com/watch?v=NBY9-kTuHEk,https://img.youtube.com/vi/NBY9-kTuHEk/maxresdefault.jpg,"Exercice pliométrique pour développer la puissance des jambes.","Plyometric exercise to develop leg power.","sauts-sur-boite","box-jumps",EQUIPMENT,BODYWEIGHT
17,"Sauts sur boîte","Box Jumps","<p>Debout face à une boîte stable, fléchissez les hanches et genoux.</p><p>Sautez <strong>explosément</strong> sur la boîte en amenant les genoux vers la poitrine, atterrissez <em>doucement</em>.</p>","<p>Stand facing a stable box, bend hips and knees.</p><p>Jump <strong>explosively</strong> onto box bringing knees to chest, land <em>softly</em>.</p>",https://www.youtube.com/watch?v=NBY9-kTuHEk,https://img.youtube.com/vi/NBY9-kTuHEk/maxresdefault.jpg,"Exercice pliométrique pour développer la puissance des jambes.","Plyometric exercise to develop leg power.","sauts-sur-boite","box-jumps",MECHANICS_TYPE,COMPOUND
18,"Tractions assistées","Assisted Pull-Ups","<p>Suspendez-vous à la barre avec une prise <strong>pronation</strong>, largeur d'épaules.</p><p>Tirez votre corps vers le haut en contractant le <em>dos</em> jusqu'à ce que le menton dépasse la barre.</p>","<p>Hang from bar with <strong>overhand</strong> grip at shoulder width.</p><p>Pull your body up by contracting <em>back</em> muscles until chin clears the bar.</p>",https://www.youtube.com/watch?v=fO3dKSQayfg,https://img.youtube.com/vi/fO3dKSQayfg/maxresdefault.jpg,"Exercice assisté pour développer la force de traction.","Assisted exercise to build pulling strength.","tractions-assistees","assisted-pull-ups",TYPE,STRENGTH
18,"Tractions assistées","Assisted Pull-Ups","<p>Suspendez-vous à la barre avec une prise <strong>pronation</strong>, largeur d'épaules.</p><p>Tirez votre corps vers le haut en contractant le <em>dos</em> jusqu'à ce que le menton dépasse la barre.</p>","<p>Hang from bar with <strong>overhand</strong> grip at shoulder width.</p><p>Pull your body up by contracting <em>back</em> muscles until chin clears the bar.</p>",https://www.youtube.com/watch?v=fO3dKSQayfg,https://img.youtube.com/vi/fO3dKSQayfg/maxresdefault.jpg,"Exercice assisté pour développer la force de traction.","Assisted exercise to build pulling strength.","tractions-assistees","assisted-pull-ups",PRIMARY_MUSCLE,BACK
18,"Tractions assistées","Assisted Pull-Ups","<p>Suspendez-vous à la barre avec une prise <strong>pronation</strong>, largeur d'épaules.</p><p>Tirez votre corps vers le haut en contractant le <em>dos</em> jusqu'à ce que le menton dépasse la barre.</p>","<p>Hang from bar with <strong>overhand</strong> grip at shoulder width.</p><p>Pull your body up by contracting <em>back</em> muscles until chin clears the bar.</p>",https://www.youtube.com/watch?v=fO3dKSQayfg,https://img.youtube.com/vi/fO3dKSQayfg/maxresdefault.jpg,"Exercice assisté pour développer la force de traction.","Assisted exercise to build pulling strength.","tractions-assistees","assisted-pull-ups",SECONDARY_MUSCLE,BICEPS
18,"Tractions assistées","Assisted Pull-Ups","<p>Suspendez-vous à la barre avec une prise <strong>pronation</strong>, largeur d'épaules.</p><p>Tirez votre corps vers le haut en contractant le <em>dos</em> jusqu'à ce que le menton dépasse la barre.</p>","<p>Hang from bar with <strong>overhand</strong> grip at shoulder width.</p><p>Pull your body up by contracting <em>back</em> muscles until chin clears the bar.</p>",https://www.youtube.com/watch?v=fO3dKSQayfg,https://img.youtube.com/vi/fO3dKSQayfg/maxresdefault.jpg,"Exercice assisté pour développer la force de traction.","Assisted exercise to build pulling strength.","tractions-assistees","assisted-pull-ups",EQUIPMENT,MACHINE
18,"Tractions assistées","Assisted Pull-Ups","<p>Suspendez-vous à la barre avec une prise <strong>pronation</strong>, largeur d'épaules.</p><p>Tirez votre corps vers le haut en contractant le <em>dos</em> jusqu'à ce que le menton dépasse la barre.</p>","<p>Hang from bar with <strong>overhand</strong> grip at shoulder width.</p><p>Pull your body up by contracting <em>back</em> muscles until chin clears the bar.</p>",https://www.youtube.com/watch?v=fO3dKSQayfg,https://img.youtube.com/vi/fO3dKSQayfg/maxresdefault.jpg,"Exercice assisté pour développer la force de traction.","Assisted exercise to build pulling strength.","tractions-assistees","assisted-pull-ups",MECHANICS_TYPE,COMPOUND
19,"Étirement des épaules","Shoulder Stretch","<p>Amenez un bras devant le corps et utilisez l'autre bras pour le <strong>tirer</strong> doucement.</p><p>Maintenez la position en respirant profondément, ressentez l'étirement <em>progressif</em> dans l'épaule et le deltoïde.</p>","<p>Bring one arm across the body and use the other arm to gently <strong>pull</strong> it.</p><p>Hold the position while breathing deeply, feel <em>gradual</em> stretch in shoulder and deltoid.</p>",https://www.youtube.com/watch?v=8loINoLdJjE,https://img.youtube.com/vi/8loINoLdJjE/maxresdefault.jpg,"Étirement simple pour améliorer la mobilité des épaules.","Simple stretch to improve shoulder mobility.","etirement-des-epaules","shoulder-stretch",TYPE,FLEXIBILITY
19,"Étirement des épaules","Shoulder Stretch","<p>Amenez un bras devant le corps et utilisez l'autre bras pour le <strong>tirer</strong> doucement.</p><p>Maintenez la position en respirant profondément, ressentez l'étirement <em>progressif</em> dans l'épaule et le deltoïde.</p>","<p>Bring one arm across the body and use the other arm to gently <strong>pull</strong> it.</p><p>Hold the position while breathing deeply, feel <em>gradual</em> stretch in shoulder and deltoid.</p>",https://www.youtube.com/watch?v=8loINoLdJjE,https://img.youtube.com/vi/8loINoLdJjE/maxresdefault.jpg,"Étirement simple pour améliorer la mobilité des épaules.","Simple stretch to improve shoulder mobility.","etirement-des-epaules","shoulder-stretch",PRIMARY_MUSCLE,SHOULDERS
19,"Étirement des épaules","Shoulder Stretch","<p>Amenez un bras devant le corps et utilisez l'autre bras pour le <strong>tirer</strong> doucement.</p><p>Maintenez la position en respirant profondément, ressentez l'étirement <em>progressif</em> dans l'épaule et le deltoïde.</p>","<p>Bring one arm across the body and use the other arm to gently <strong>pull</strong> it.</p><p>Hold the position while breathing deeply, feel <em>gradual</em> stretch in shoulder and deltoid.</p>",https://www.youtube.com/watch?v=8loINoLdJjE,https://img.youtube.com/vi/8loINoLdJjE/maxresdefault.jpg,"Étirement simple pour améliorer la mobilité des épaules.","Simple stretch to improve shoulder mobility.","etirement-des-epaules","shoulder-stretch",SECONDARY_MUSCLE,TRICEPS
19,"Étirement des épaules","Shoulder Stretch","<p>Amenez un bras devant le corps et utilisez l'autre bras pour le <strong>tirer</strong> doucement.</p><p>Maintenez la position en respirant profondément, ressentez l'étirement <em>progressif</em> dans l'épaule et le deltoïde.</p>","<p>Bring one arm across the body and use the other arm to gently <strong>pull</strong> it.</p><p>Hold the position while breathing deeply, feel <em>gradual</em> stretch in shoulder and deltoid.</p>",https://www.youtube.com/watch?v=8loINoLdJjE,https://img.youtube.com/vi/8loINoLdJjE/maxresdefault.jpg,"Étirement simple pour améliorer la mobilité des épaules.","Simple stretch to improve shoulder mobility.","etirement-des-epaules","shoulder-stretch",EQUIPMENT,BODYWEIGHT
19,"Étirement des épaules","Shoulder Stretch","<p>Amenez un bras devant le corps et utilisez l'autre bras pour le <strong>tirer</strong> doucement.</p><p>Maintenez la position en respirant profondément, ressentez l'étirement <em>progressif</em> dans l'épaule et le deltoïde.</p>","<p>Bring one arm across the body and use the other arm to gently <strong>pull</strong> it.</p><p>Hold the position while breathing deeply, feel <em>gradual</em> stretch in shoulder and deltoid.</p>",https://www.youtube.com/watch?v=8loINoLdJjE,https://img.youtube.com/vi/8loINoLdJjE/maxresdefault.jpg,"Étirement simple pour améliorer la mobilité des épaules.","Simple stretch to improve shoulder mobility.","etirement-des-epaules","shoulder-stretch",MECHANICS_TYPE,ISOLATION
20,"Développé couché à la barre","Barbell Bench Press","<p>Allongé sur le banc, saisissez la barre avec les mains <strong>écartées</strong> plus que les épaules.</p><p>Descendez la barre vers la <em>poitrine</em> puis poussez explosiment vers le haut en contractant les pectoraux.</p>","<p>Lying on bench, grip barbell with hands <strong>wider</strong> than shoulders.</p><p>Lower bar to <em>chest</em> then explosively press upward while contracting pectorals.</p>",https://www.youtube.com/watch?v=rT7DgCr-3pg,https://img.youtube.com/vi/rT7DgCr-3pg/maxresdefault.jpg,"Exercice roi pour développer la force maximale des pectoraux.","King exercise for developing maximum chest strength.","developpe-couche-a-la-barre","barbell-bench-press",TYPE,POWERLIFTING
20,"Développé couché à la barre","Barbell Bench Press","<p>Allongé sur le banc, saisissez la barre avec les mains <strong>écartées</strong> plus que les épaules.</p><p>Descendez la barre vers la <em>poitrine</em> puis poussez explosiment vers le haut en contractant les pectoraux.</p>","<p>Lying on bench, grip barbell with hands <strong>wider</strong> than shoulders.</p><p>Lower bar to <em>chest</em> then explosively press upward while contracting pectorals.</p>",https://www.youtube.com/watch?v=rT7DgCr-3pg,https://img.youtube.com/vi/rT7DgCr-3pg/maxresdefault.jpg,"Exercice roi pour développer la force maximale des pectoraux.","King exercise for developing maximum chest strength.","developpe-couche-a-la-barre","barbell-bench-press",PRIMARY_MUSCLE,CHEST
20,"Développé couché à la barre","Barbell Bench Press","<p>Allongé sur le banc, saisissez la barre avec les mains <strong>écartées</strong> plus que les épaules.</p><p>Descendez la barre vers la <em>poitrine</em> puis poussez explosiment vers le haut en contractant les pectoraux.</p>","<p>Lying on bench, grip barbell with hands <strong>wider</strong> than shoulders.</p><p>Lower bar to <em>chest</em> then explosively press upward while contracting pectorals.</p>",https://www.youtube.com/watch?v=rT7DgCr-3pg,https://img.youtube.com/vi/rT7DgCr-3pg/maxresdefault.jpg,"Exercice roi pour développer la force maximale des pectoraux.","King exercise for developing maximum chest strength.","developpe-couche-a-la-barre","barbell-bench-press",SECONDARY_MUSCLE,TRICEPS
20,"Développé couché à la barre","Barbell Bench Press","<p>Allongé sur le banc, saisissez la barre avec les mains <strong>écartées</strong> plus que les épaules.</p><p>Descendez la barre vers la <em>poitrine</em> puis poussez explosiment vers le haut en contractant les pectoraux.</p>","<p>Lying on bench, grip barbell with hands <strong>wider</strong> than shoulders.</p><p>Lower bar to <em>chest</em> then explosively press upward while contracting pectorals.</p>",https://www.youtube.com/watch?v=rT7DgCr-3pg,https://img.youtube.com/vi/rT7DgCr-3pg/maxresdefault.jpg,"Exercice roi pour développer la force maximale des pectoraux.","King exercise for developing maximum chest strength.","developpe-couche-a-la-barre","barbell-bench-press",EQUIPMENT,BARBELL
20,"Développé couché à la barre","Barbell Bench Press","<p>Allongé sur le banc, saisissez la barre avec les mains <strong>écartées</strong> plus que les épaules.</p><p>Descendez la barre vers la <em>poitrine</em> puis poussez explosiment vers le haut en contractant les pectoraux.</p>","<p>Lying on bench, grip barbell with hands <strong>wider</strong> than shoulders.</p><p>Lower bar to <em>chest</em> then explosively press upward while contracting pectorals.</p>",https://www.youtube.com/watch?v=rT7DgCr-3pg,https://img.youtube.com/vi/rT7DgCr-3pg/maxresdefault.jpg,"Exercice roi pour développer la force maximale des pectoraux.","King exercise for developing maximum chest strength.","developpe-couche-a-la-barre","barbell-bench-press",MECHANICS_TYPE,COMPOUND
21,"Soulevé de terre roumain","Romanian Deadlift","<p>Debout, tenez une barre devant vous avec une prise <strong>pronation</strong>.</p><p>Descendez en poussant les hanches vers l'arrière, gardez les <em>jambes tendues</em>, puis remontez en contractant les fessiers.</p>","<p>Stand holding a barbell in front with <strong>overhand</strong> grip.</p><p>Lower by pushing hips back, keep <em>legs straight</em>, then rise by contracting glutes.</p>",https://www.youtube.com/watch?v=jEy_czb3RKA,https://img.youtube.com/vi/jEy_czb3RKA/maxresdefault.jpg,"Exercice ciblant les ischio-jambiers et fessiers.","Exercise targeting hamstrings and glutes.","souleve-de-terre-roumain","romanian-deadlift",TYPE,STRENGTH
21,"Soulevé de terre roumain","Romanian Deadlift","<p>Debout, tenez une barre devant vous avec une prise <strong>pronation</strong>.</p><p>Descendez en poussant les hanches vers l'arrière, gardez les <em>jambes tendues</em>, puis remontez en contractant les fessiers.</p>","<p>Stand holding a barbell in front with <strong>overhand</strong> grip.</p><p>Lower by pushing hips back, keep <em>legs straight</em>, then rise by contracting glutes.</p>",https://www.youtube.com/watch?v=jEy_czb3RKA,https://img.youtube.com/vi/jEy_czb3RKA/maxresdefault.jpg,"Exercice ciblant les ischio-jambiers et fessiers.","Exercise targeting hamstrings and glutes.","souleve-de-terre-roumain","romanian-deadlift",PRIMARY_MUSCLE,HAMSTRINGS
21,"Soulevé de terre roumain","Romanian Deadlift","<p>Debout, tenez une barre devant vous avec une prise <strong>pronation</strong>.</p><p>Descendez en poussant les hanches vers l'arrière, gardez les <em>jambes tendues</em>, puis remontez en contractant les fessiers.</p>","<p>Stand holding a barbell in front with <strong>overhand</strong> grip.</p><p>Lower by pushing hips back, keep <em>legs straight</em>, then rise by contracting glutes.</p>",https://www.youtube.com/watch?v=jEy_czb3RKA,https://img.youtube.com/vi/jEy_czb3RKA/maxresdefault.jpg,"Exercice ciblant les ischio-jambiers et fessiers.","Exercise targeting hamstrings and glutes.","souleve-de-terre-roumain","romanian-deadlift",SECONDARY_MUSCLE,GLUTES
21,"Soulevé de terre roumain","Romanian Deadlift","<p>Debout, tenez une barre devant vous avec une prise <strong>pronation</strong>.</p><p>Descendez en poussant les hanches vers l'arrière, gardez les <em>jambes tendues</em>, puis remontez en contractant les fessiers.</p>","<p>Stand holding a barbell in front with <strong>overhand</strong> grip.</p><p>Lower by pushing hips back, keep <em>legs straight</em>, then rise by contracting glutes.</p>",https://www.youtube.com/watch?v=jEy_czb3RKA,https://img.youtube.com/vi/jEy_czb3RKA/maxresdefault.jpg,"Exercice ciblant les ischio-jambiers et fessiers.","Exercise targeting hamstrings and glutes.","souleve-de-terre-roumain","romanian-deadlift",EQUIPMENT,BARBELL
21,"Soulevé de terre roumain","Romanian Deadlift","<p>Debout, tenez une barre devant vous avec une prise <strong>pronation</strong>.</p><p>Descendez en poussant les hanches vers l'arrière, gardez les <em>jambes tendues</em>, puis remontez en contractant les fessiers.</p>","<p>Stand holding a barbell in front with <strong>overhand</strong> grip.</p><p>Lower by pushing hips back, keep <em>legs straight</em>, then rise by contracting glutes.</p>",https://www.youtube.com/watch?v=jEy_czb3RKA,https://img.youtube.com/vi/jEy_czb3RKA/maxresdefault.jpg,"Exercice ciblant les ischio-jambiers et fessiers.","Exercise targeting hamstrings and glutes.","souleve-de-terre-roumain","romanian-deadlift",MECHANICS_TYPE,COMPOUND
22,"Développé militaire haltères","Dumbbell Overhead Press","<p>Debout, tenez un haltère dans chaque main à hauteur d'épaules.</p><p>Poussez les haltères <strong>verticalement</strong> au-dessus de la tête, puis redescendez <em>contrôlé</em>.</p>","<p>Stand holding dumbbells at shoulder height in each hand.</p><p>Press dumbbells <strong>vertically</strong> overhead, then lower with <em>control</em>.</p>",https://www.youtube.com/watch?v=qEwKCR5JCog,https://img.youtube.com/vi/qEwKCR5JCog/maxresdefault.jpg,"Développement de la force des épaules.","Shoulder strength development.","developpe-militaire-halteres","dumbbell-overhead-press",TYPE,STRENGTH
22,"Développé militaire haltères","Dumbbell Overhead Press","<p>Debout, tenez un haltère dans chaque main à hauteur d'épaules.</p><p>Poussez les haltères <strong>verticalement</strong> au-dessus de la tête, puis redescendez <em>contrôlé</em>.</p>","<p>Stand holding dumbbells at shoulder height in each hand.</p><p>Press dumbbells <strong>vertically</strong> overhead, then lower with <em>control</em>.</p>",https://www.youtube.com/watch?v=qEwKCR5JCog,https://img.youtube.com/vi/qEwKCR5JCog/maxresdefault.jpg,"Développement de la force des épaules.","Shoulder strength development.","developpe-militaire-halteres","dumbbell-overhead-press",PRIMARY_MUSCLE,SHOULDERS
22,"Développé militaire haltères","Dumbbell Overhead Press","<p>Debout, tenez un haltère dans chaque main à hauteur d'épaules.</p><p>Poussez les haltères <strong>verticalement</strong> au-dessus de la tête, puis redescendez <em>contrôlé</em>.</p>","<p>Stand holding dumbbells at shoulder height in each hand.</p><p>Press dumbbells <strong>vertically</strong> overhead, then lower with <em>control</em>.</p>",https://www.youtube.com/watch?v=qEwKCR5JCog,https://img.youtube.com/vi/qEwKCR5JCog/maxresdefault.jpg,"Développement de la force des épaules.","Shoulder strength development.","developpe-militaire-halteres","dumbbell-overhead-press",SECONDARY_MUSCLE,TRICEPS
22,"Développé militaire haltères","Dumbbell Overhead Press","<p>Debout, tenez un haltère dans chaque main à hauteur d'épaules.</p><p>Poussez les haltères <strong>verticalement</strong> au-dessus de la tête, puis redescendez <em>contrôlé</em>.</p>","<p>Stand holding dumbbells at shoulder height in each hand.</p><p>Press dumbbells <strong>vertically</strong> overhead, then lower with <em>control</em>.</p>",https://www.youtube.com/watch?v=qEwKCR5JCog,https://img.youtube.com/vi/qEwKCR5JCog/maxresdefault.jpg,"Développement de la force des épaules.","Shoulder strength development.","developpe-militaire-halteres","dumbbell-overhead-press",EQUIPMENT,DUMBBELL
22,"Développé militaire haltères","Dumbbell Overhead Press","<p>Debout, tenez un haltère dans chaque main à hauteur d'épaules.</p><p>Poussez les haltères <strong>verticalement</strong> au-dessus de la tête, puis redescendez <em>contrôlé</em>.</p>","<p>Stand holding dumbbells at shoulder height in each hand.</p><p>Press dumbbells <strong>vertically</strong> overhead, then lower with <em>control</em>.</p>",https://www.youtube.com/watch?v=qEwKCR5JCog,https://img.youtube.com/vi/qEwKCR5JCog/maxresdefault.jpg,"Développement de la force des épaules.","Shoulder strength development.","developpe-militaire-halteres","dumbbell-overhead-press",MECHANICS_TYPE,COMPOUND
23,"Burpees","Burpees","<p>Debout, accroupissez-vous et posez les mains au sol.</p><p>Sautez les pieds vers l'arrière en planche, faites une pompe, revenez en squat puis <strong>sautez</strong> <em>explosément</em> vers le haut.</p>","<p>Stand, squat down and place hands on floor.</p><p>Jump feet back to plank, do push-up, return to squat then <strong>jump</strong> <em>explosively</em> up.</p>",https://www.youtube.com/watch?v=dZgVxmf6jkA,https://img.youtube.com/vi/dZgVxmf6jkA/maxresdefault.jpg,"Exercice cardio complet du corps.","Full-body cardio exercise.","burpees","burpees",TYPE,CARDIO
23,"Burpees","Burpees","<p>Debout, accroupissez-vous et posez les mains au sol.</p><p>Sautez les pieds vers l'arrière en planche, faites une pompe, revenez en squat puis <strong>sautez</strong> <em>explosément</em> vers le haut.</p>","<p>Stand, squat down and place hands on floor.</p><p>Jump feet back to plank, do push-up, return to squat then <strong>jump</strong> <em>explosively</em> up.</p>",https://www.youtube.com/watch?v=dZgVxmf6jkA,https://img.youtube.com/vi/dZgVxmf6jkA/maxresdefault.jpg,"Exercice cardio complet du corps.","Full-body cardio exercise.","burpees","burpees",PRIMARY_MUSCLE,CORE
23,"Burpees","Burpees","<p>Debout, accroupissez-vous et posez les mains au sol.</p><p>Sautez les pieds vers l'arrière en planche, faites une pompe, revenez en squat puis <strong>sautez</strong> <em>explosément</em> vers le haut.</p>","<p>Stand, squat down and place hands on floor.</p><p>Jump feet back to plank, do push-up, return to squat then <strong>jump</strong> <em>explosively</em> up.</p>",https://www.youtube.com/watch?v=dZgVxmf6jkA,https://img.youtube.com/vi/dZgVxmf6jkA/maxresdefault.jpg,"Exercice cardio complet du corps.","Full-body cardio exercise.","burpees","burpees",SECONDARY_MUSCLE,CHEST
23,"Burpees","Burpees","<p>Debout, accroupissez-vous et posez les mains au sol.</p><p>Sautez les pieds vers l'arrière en planche, faites une pompe, revenez en squat puis <strong>sautez</strong> <em>explosément</em> vers le haut.</p>","<p>Stand, squat down and place hands on floor.</p><p>Jump feet back to plank, do push-up, return to squat then <strong>jump</strong> <em>explosively</em> up.</p>",https://www.youtube.com/watch?v=dZgVxmf6jkA,https://img.youtube.com/vi/dZgVxmf6jkA/maxresdefault.jpg,"Exercice cardio complet du corps.","Full-body cardio exercise.","burpees","burpees",EQUIPMENT,BODYWEIGHT
23,"Burpees","Burpees","<p>Debout, accroupissez-vous et posez les mains au sol.</p><p>Sautez les pieds vers l'arrière en planche, faites une pompe, revenez en squat puis <strong>sautez</strong> <em>explosément</em> vers le haut.</p>","<p>Stand, squat down and place hands on floor.</p><p>Jump feet back to plank, do push-up, return to squat then <strong>jump</strong> <em>explosively</em> up.</p>",https://www.youtube.com/watch?v=dZgVxmf6jkA,https://img.youtube.com/vi/dZgVxmf6jkA/maxresdefault.jpg,"Exercice cardio complet du corps.","Full-body cardio exercise.","burpees","burpees",MECHANICS_TYPE,COMPOUND
24,"Curls ischio-jambiers","Leg Curls","<p>Allongé sur le ventre sur la machine, chevilles sous les coussinets.</p><p>Fléchissez les genoux en contractant les <strong>ischio-jambiers</strong>, puis redescendez <em>lentement</em>.</p>","<p>Lie face down on machine with ankles under pads.</p><p>Bend knees contracting <strong>hamstrings</strong>, then lower <em>slowly</em>.</p>",https://www.youtube.com/watch?v=ELOCsoDSmrg,https://img.youtube.com/vi/ELOCsoDSmrg/maxresdefault.jpg,"Isolation des ischio-jambiers.","Hamstring isolation.","curls-ischio-jambiers","leg-curls",TYPE,STRENGTH
24,"Curls ischio-jambiers","Leg Curls","<p>Allongé sur le ventre sur la machine, chevilles sous les coussinets.</p><p>Fléchissez les genoux en contractant les <strong>ischio-jambiers</strong>, puis redescendez <em>lentement</em>.</p>","<p>Lie face down on machine with ankles under pads.</p><p>Bend knees contracting <strong>hamstrings</strong>, then lower <em>slowly</em>.</p>",https://www.youtube.com/watch?v=ELOCsoDSmrg,https://img.youtube.com/vi/ELOCsoDSmrg/maxresdefault.jpg,"Isolation des ischio-jambiers.","Hamstring isolation.","curls-ischio-jambiers","leg-curls",PRIMARY_MUSCLE,HAMSTRINGS
24,"Curls ischio-jambiers","Leg Curls","<p>Allongé sur le ventre sur la machine, chevilles sous les coussinets.</p><p>Fléchissez les genoux en contractant les <strong>ischio-jambiers</strong>, puis redescendez <em>lentement</em>.</p>","<p>Lie face down on machine with ankles under pads.</p><p>Bend knees contracting <strong>hamstrings</strong>, then lower <em>slowly</em>.</p>",https://www.youtube.com/watch?v=ELOCsoDSmrg,https://img.youtube.com/vi/ELOCsoDSmrg/maxresdefault.jpg,"Isolation des ischio-jambiers.","Hamstring isolation.","curls-ischio-jambiers","leg-curls",SECONDARY_MUSCLE,CALVES
24,"Curls ischio-jambiers","Leg Curls","<p>Allongé sur le ventre sur la machine, chevilles sous les coussinets.</p><p>Fléchissez les genoux en contractant les <strong>ischio-jambiers</strong>, puis redescendez <em>lentement</em>.</p>","<p>Lie face down on machine with ankles under pads.</p><p>Bend knees contracting <strong>hamstrings</strong>, then lower <em>slowly</em>.</p>",https://www.youtube.com/watch?v=ELOCsoDSmrg,https://img.youtube.com/vi/ELOCsoDSmrg/maxresdefault.jpg,"Isolation des ischio-jambiers.","Hamstring isolation.","curls-ischio-jambiers","leg-curls",EQUIPMENT,MACHINE
24,"Curls ischio-jambiers","Leg Curls","<p>Allongé sur le ventre sur la machine, chevilles sous les coussinets.</p><p>Fléchissez les genoux en contractant les <strong>ischio-jambiers</strong>, puis redescendez <em>lentement</em>.</p>","<p>Lie face down on machine with ankles under pads.</p><p>Bend knees contracting <strong>hamstrings</strong>, then lower <em>slowly</em>.</p>",https://www.youtube.com/watch?v=ELOCsoDSmrg,https://img.youtube.com/vi/ELOCsoDSmrg/maxresdefault.jpg,"Isolation des ischio-jambiers.","Hamstring isolation.","curls-ischio-jambiers","leg-curls",MECHANICS_TYPE,ISOLATION
25,"Écarté poulie","Cable Flyes","<p>Debout entre deux poulies hautes, saisissez les poignées.</p><p>Amenez les bras vers l'avant en <strong>arc de cercle</strong>, contractez la <em>poitrine</em>, puis revenez lentement.</p>","<p>Stand between two high pulleys, grip handles.</p><p>Bring arms forward in an <strong>arc</strong>, contract <em>chest</em>, then return slowly.</p>",https://www.youtube.com/watch?v=taI4XduLpTk,https://img.youtube.com/vi/taI4XduLpTk/maxresdefault.jpg,"Isolation de la poitrine aux câbles.","Cable chest isolation.","ecarte-poulie","cable-flyes",TYPE,STRENGTH
25,"Écarté poulie","Cable Flyes","<p>Debout entre deux poulies hautes, saisissez les poignées.</p><p>Amenez les bras vers l'avant en <strong>arc de cercle</strong>, contractez la <em>poitrine</em>, puis revenez lentement.</p>","<p>Stand between two high pulleys, grip handles.</p><p>Bring arms forward in an <strong>arc</strong>, contract <em>chest</em>, then return slowly.</p>",https://www.youtube.com/watch?v=taI4XduLpTk,https://img.youtube.com/vi/taI4XduLpTk/maxresdefault.jpg,"Isolation de la poitrine aux câbles.","Cable chest isolation.","ecarte-poulie","cable-flyes",PRIMARY_MUSCLE,CHEST
25,"Écarté poulie","Cable Flyes","<p>Debout entre deux poulies hautes, saisissez les poignées.</p><p>Amenez les bras vers l'avant en <strong>arc de cercle</strong>, contractez la <em>poitrine</em>, puis revenez lentement.</p>","<p>Stand between two high pulleys, grip handles.</p><p>Bring arms forward in an <strong>arc</strong>, contract <em>chest</em>, then return slowly.</p>",https://www.youtube.com/watch?v=taI4XduLpTk,https://img.youtube.com/vi/taI4XduLpTk/maxresdefault.jpg,"Isolation de la poitrine aux câbles.","Cable chest isolation.","ecarte-poulie","cable-flyes",SECONDARY_MUSCLE,SHOULDERS
25,"Écarté poulie","Cable Flyes","<p>Debout entre deux poulies hautes, saisissez les poignées.</p><p>Amenez les bras vers l'avant en <strong>arc de cercle</strong>, contractez la <em>poitrine</em>, puis revenez lentement.</p>","<p>Stand between two high pulleys, grip handles.</p><p>Bring arms forward in an <strong>arc</strong>, contract <em>chest</em>, then return slowly.</p>",https://www.youtube.com/watch?v=taI4XduLpTk,https://img.youtube.com/vi/taI4XduLpTk/maxresdefault.jpg,"Isolation de la poitrine aux câbles.","Cable chest isolation.","ecarte-poulie","cable-flyes",EQUIPMENT,CABLE
25,"Écarté poulie","Cable Flyes","<p>Debout entre deux poulies hautes, saisissez les poignées.</p><p>Amenez les bras vers l'avant en <strong>arc de cercle</strong>, contractez la <em>poitrine</em>, puis revenez lentement.</p>","<p>Stand between two high pulleys, grip handles.</p><p>Bring arms forward in an <strong>arc</strong>, contract <em>chest</em>, then return slowly.</p>",https://www.youtube.com/watch?v=taI4XduLpTk,https://img.youtube.com/vi/taI4XduLpTk/maxresdefault.jpg,"Isolation de la poitrine aux câbles.","Cable chest isolation.","ecarte-poulie","cable-flyes",MECHANICS_TYPE,ISOLATION
